cas,alkane,methyl,alkene,alkyne,alcohols,amines,nitriles,aromatics,alkyl halides,esters,ketones,aldehydes,carboxylic acids,ether,acyl halides,amides,nitro
106488328,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
106489,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
106490,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
106503,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
106514,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106525,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106536,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
106547,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
106558,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106562316,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106569,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
106570,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1065801,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106581,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106616,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
106623852,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106623863,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106623874,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106627,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1066279,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1066337,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1066359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106638,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1066406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066451,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106650,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1066542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106661,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106661590,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1066633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106672,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1066779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106683,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106694,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106697432,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106707,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1067089,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067090,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106710592,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1067147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106718,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1067205,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106729,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106730,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1067330,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106741,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1067421,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067432,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067476,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1067534,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1067578,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067749,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
106796,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1068195,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068219,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1068479,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106854,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1068571,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
106865,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
106887,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1068877,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068902,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
106898,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
106901,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
106912,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
106923,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
106934,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106945,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1069530,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106955877,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
106956,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106967,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
106978,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106989,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107006,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107017,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107028,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1070322,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1070355,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
107039,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107040,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107051,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1070548,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107062,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1070708,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1070719,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
107073,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1070786,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1070833,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
107084,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1070877,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107099296,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
107108,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107119,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107120,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1071223,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1071234,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1071267,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071278,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
107131,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1071314,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107133437,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107141173,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
107142,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
107153,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107164,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1071734,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1071814,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107183904,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107183915,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107186,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1071938,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
107197,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1071983,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
107200,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1072055,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107211,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1072168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072204,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1072328,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072351,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072395,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1072408,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1072431,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072475,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1072522,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1072544,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107255,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1072555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107257409,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072599,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1072624,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1072635,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1072679,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1072680,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1072704,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1072726,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107274419,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
107277,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072828,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1072839,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1072851,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1072919,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1072986,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
107299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107302,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1073058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073069,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1073070,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107313,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1073138,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107317862,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107322350,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073230,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107323206,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107323217,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107323239,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073263,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1073296,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1073478,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107357,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1073672,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1073729,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
107379,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107391,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073967,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
107404,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074119,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1074120,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
107415,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1074175,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1074244,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1074299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1074368,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
107437,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074437,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107448,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107454660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107454739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107454740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107454751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074551,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1074584,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
107459,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107460,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107471,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074915,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1074926,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1074982,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
107506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075167,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075383,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107540,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
107541855,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1075496,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
107558849,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
107559240,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1075747,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1075769,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
107584,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1075894,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107595,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1076126,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076137,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076171,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1076386,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1076433,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1076477,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1076568,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1076693,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1076886,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1076977,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
107697814,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107697825,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
107700,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
107715888,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107715899,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107715902,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107715913,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107715924,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107715935,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107715946,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107715957,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
107715968,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107715979,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107715991,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107716007,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
107716018,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
107716029,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107716030,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1077163,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1077185,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107722,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077287,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
107755,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1077583,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
107770990,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107802,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1078042,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107813,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1078199,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
107824,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1078280,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1078315,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
107835,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107846,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107857,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1078586,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107868,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1078713,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107879,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107880,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107891,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
107894440,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
107894677,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1079012,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
107915,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1079170,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1079216,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
107922190,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
107926,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
107928381,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1079330,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
107937,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
107948,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
107959,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
107960,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
107966201,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1079669,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107971,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1079716,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107982,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
107993,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
108009,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108010,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108021,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108032,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1080326,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1080382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108040171,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108054,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
108055421,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
108087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108098,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108101,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108112,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1081158,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1081170,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
108123,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
108134,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108160107,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108167,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1081750,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1081772,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108189,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108190,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
108200266,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
108203,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
108214,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
108225,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
108247,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1082571,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
108269,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108270,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108281,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1082855,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1082888,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
108292,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
108305,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
108307568,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
1083096,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
108316,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
108327,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1083303,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1083483,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1083563,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108361,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
108372,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
108383,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108394,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
108407,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108418,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
108429,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
108430,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1084328,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
108441,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
108448777,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108452,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
108463,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
108474,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108485,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108496,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108509,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1085127,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
108521,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108543,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
108543324,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108554,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
108576,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108587,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
108598,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1085989,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
108601,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
108623,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
108630859,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
108634,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
108645,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
108656,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
108678,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1086802,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
108689,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
108690,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
108696099,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108696102,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108696124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087021,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108703,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1087214,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
108736,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
108747,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087496,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
